id	name	label	resource	description	synonyms	pmids	taxid	xrefs	raw_id
MONDO:0022094	cerebral cavernous malformation 2	Disease	MONDO	Any familial cerebral cavernous malformation in which the cause of the disease is a mutation in the CCM2 gene. [MONDO:patterns/disease_series_by_gene]	CCM2 familial cerebral cavernous malformation|cerebral cavernous malformations type 2|cerebral cavernous malformation type 2|familial cerebral cavernous malformation caused by mutation in CCM2|cerebral cavernous malformation 2|cerebral cavernous malformations-2|CCM2			UMLS:C1864041|OMIM:603284|MESH:C566394|DOID:0060670|MESH:C535917	MESH:C535917
MONDO:0011591	cerebral palsy, spastic quadriplegic, 2	Disease	MONDO	Any spastic quadriplegia in which the cause of the disease is a mutation in the KANK1 gene. [MONDO:patterns/disease_series_by_gene]	cerebral palsy, spastic quadriplegic, type 2|cerebral palsy, spastic quadriplegic, 2|spastic quadriplegia caused by mutation in KANK1|KANK1 spastic quadriplegia			MESH:C567867|MESH:C565298|DOID:0081360|UMLS:C2752061|OMIM:612900	MESH:C565298
MONDO:0012688	cerebrocortical degeneration of infancy	Disease	MONDO		cerebrocortical degeneration of infancy			UMLS:C1859257|MESH:C566923|OMIM:213950|MESH:C565863	MESH:C566923
MONDO:0011808	cerebrooculofacioskeletal syndrome 4	Disease	MONDO	Any COFS syndrome in which the cause of the disease is a mutation in the ERCC1 gene. [MONDO:patterns/disease_series_by_gene]	cerebrooculofacioskeletal syndrome 4|COFS syndrome caused by mutation in ERCC1|COFS4|cerebrooculofacioskeletal syndrome type 4|ERCC1 COFS syndrome			UMLS:C1853100|MESH:C564596|OMIM:610758|DOID:0080914|MESH:C565184	MESH:C564596
MONDO:0011928	torsion dystonia 7	Disease	MONDO	A focal dystonia characterized by predomiantly cervical dystonia that has material basis in variation in the chromosome region 18p. [DOID:0090040]	torsion dystonia type 7|dystonia-7, torsion			MESH:C566572|MESH:C564315|ORDO:93963|OMIM:602124|DOID:0090040	MESH:C564315
MONDO:0012858	cervical hypertrichosis with underlying kyphoscoliosis	Disease	MONDO		cervical hypertrichosis with underlying kyphoscoliosis			MESH:C566142|UMLS:C1861695|MESH:C567355|OMIM:117850	MESH:C567355
MONDO:0008935	Charcot-Marie-Tooth disease axonal type 2S	Disease	MONDO	Any Charcot-Marie-Tooth disease in which the cause of the disease is a mutation in the IGHMBP2 gene. [MONDO:patterns/disease_series_by_gene]	Charcot-Marie-Tooth disease type 2S|CMT2S|IGHMBP2 Charcot-Marie-Tooth disease|Charcot-Marie-Tooth disease caused by mutation in IGHMBP2|Charcot-Marie-Tooth neuropathy type 2S|autosomal recessive axonal Charcot-Marie-Tooth type 2S			DOID:0111587|OMIM:616155|UMLS:C4015349|MESH:C565870|ORDO:443073|DOID:0110171	MESH:C565870
MONDO:0014529	Charcot-Marie-Tooth disease dominant intermediate D	Disease	MONDO	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D is a rare hereditary motor and sensory neuropathy characterized by intermediate motor median nerve conduction velocities (usually between 25 and 45 m/s) and signs of both axonal degeneration and demyelination without onion bulbs in nerve biopsies. It presents with usual Charcot-Marie-Tooth disease clinical features of variable severity (progressive muscle weakness and atrophy of the distal extremities, distal sensory loss, reduced or absent deep tendon reflexes, and feet deformities). Other findings in some of the families include debilitating neuropathic pain and mild postural/kinetic upper limb tremor. [Orphanet:100046]	MPZ Charcot-Marie-Tooth disease|Charcot-Marie-Tooth disease caused by mutation in MPZ|CMTDID|DI-CMTD|Charcot-Marie-Tooth disease, dominant Intermediate type D|Charcot-Marie-Tooth neuropathy dominant intermediate D|autosomal dominant intermediate Charcot-Marie-Tooth disease type D|Charcot-Marie-Tooth disease dominant intermediate type D			UMLS:C1843075|DOID:0080898|ORDO:100046|OMIM:616202|DOID:0110200|MESH:C564333|OMIM:607791	OMIM:616202
MONDO:0010829	Charcot-Marie-Tooth disease dominant intermediate E	Disease	MONDO	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E is characterised by the association of Charcot-Marie-Tooth disease (hereditary peripheral neuropathy) with nephropathy. So far, around 15 cases have been described. All patients had proteinuria (with or without microhematuria) at onset and some patients presented with nephrotic syndrome. In the majority of cases, pathological studies revealed glomerulosclerosis. The mode of transmission is unknown. [Orphanet:93114]	autosomal dominant intermediate Charcot-Marie-Tooth disease type E|Charcot-Marie-Tooth disease-nephropathy syndrome|CMTDIE|Charcot-Marie-Tooth disease dominant intermediate type E|Charcot-Marie-Tooth disease dominant intermediate E|Charcot-Marie-Tooth neuropathy with focal segmental glomerulonephritis|Charcot-Marie-Tooth disease, dominant Intermediate type E			OMIM:614455|ORDO:93114|UMLS:C3280845|DOID:0110205|UMLS:C4302667|DOID:13945|OMIM:600142	OMIM:600142
MONDO:0011304	Charcot-Marie-Tooth disease dominant intermediate F	Disease	MONDO	Autosomal dominant intermediate Charcot-Marie-Tooth disease type F is a rare hereditary motor and sensory neuropathy disorder characterized by the typical CMT phenotype (slowly progressive distal muscle atrophy and weakness in upper and lower limbs, distal sensory loss in extremities, reduced or absent deep tendon reflexes and foot deformities) with nerve biopsy demonstrating demyelinating and axonal changes and nerve conduction velocities varying from the demyelinating to axonal range. [Orphanet:352670]	autosomal dominant intermediate Charcot-Marie-Tooth disease type F|Charcot-Marie-Tooth disease dominant intermediate type F|Charcot-Marie-Tooth disease, dominant Intermediate type F|CMTDIF			DOID:0110206|OMIM:615185|ORDO:352670|MESH:C566394|UMLS:C3554654	MESH:C566394
MONDO:0013033	Charcot-Marie-Tooth disease, Guadalajara neuronal type	Disease	MONDO		Charcot-Marie-Tooth disease, Guadalajara neuronal type			MESH:C567867|OMIM:118230|MESH:C566137|UMLS:C1861673	MESH:C567867
MONDO:0008951	Charcot-Marie-Tooth disease type 2B	Disease	MONDO	Autosomal dominant Charcot-Marie-Tooth disease type 2B (CMT2B) is a severe form of axonal Charcot-Marie-Tooth disease, a peripheral sensorimotor neuropathy. CMT2B onset, in the 2nd or 3rd decade, is characterized by ulcerations and infections of feet. Symmetric and distal weakness develops mostly in the legs together with a severe symmetric distal sensory loss, tendon reflexes are only reduced at ankles and foot deformities, including pes cavus or planus and hammer toes, appear in childhood. [Orphanet:99936]	autosomal dominant Charcot-Marie-Tooth disease type 2B|hereditary motor and sensory nueropathy IIB|Charcot-Marie-Tooth disease type 2 caused by mutation in RAB7A|CMT2B|Charcot-Marie-Tooth disease, type 2B|Charcot-Marie-Tooth neuropathy type 2B|HMSN2B|HMSN IIB|RAB7A Charcot-Marie-Tooth disease type 2			ORDO:99936|UMLS:C1833219|MESH:C565863|OMIM:600882|MESH:C537989|DOID:0110159	MESH:C565863
MONDO:0012554	Charcot-Marie-Tooth disease type 4B3	Disease	MONDO	Charcot-Marie-Tooth disease type 4B3 (CMT4B3) is a subtype of Charcot-Marie-Tooth type 4 characterized by a childhood onset of slowly progressing, demyelinating sensorimotor neuropathy, focally folded myelin sheaths in nerve biopsy, reduced nerve conduction velocities (less than 38 m/s), and the typical CMT phenotype (i.e. distal muscle weakness and atrophy, and sensory loss). [Orphanet:363981]	SBF1 Charcot-Marie-Tooth disease type 4|Charcot-Marie-Tooth disease type 4 caused by mutation in SBF1|CMT4B3|Charcot-Marie-Tooth disease with focally folded myelin			DOID:0110194|UMLS:C3695063|OMIM:615284|MESH:C565184|ORDO:363981	MESH:C565184
MONDO:0011200	Charcot-Marie-Tooth disease with ptosis and parkinsonism	Disease	MONDO		Charcot-Marie-Tooth disease with ptosis and parkinsonism			MESH:C538079|OMIM:118301|MESH:C566572|UMLS:C1861668	MESH:C566572
MONDO:0007302	Chediak-Higashi syndrome	Disease	MONDO	ChC)diak-Higashi syndrome (CHS) is a rare severe genetic disorder generally characterized by partial oculocutaneous albinism (OCA), severe immunodeficiency, mild bleeding, neurological dysfunction and lymphoproliferative disorder. A classic, early-onset form and an attenuated, later-onset form (Atypical CHS) have been described. [Orphanet:167]	ChC)diak-Higashi disease|Chediak-Higashi syndrome|Chédiak-Higashi disease|CHS|Chediak - Steinbrinck anomaly|Chédiak-Higashi-Steinbrink syndrome|ChC)diak-Higashi-Steinbrink syndrome			ICD10CM:E70.330|MESH:C566142|MESH:D002609|DOID:2935|ORDO:167|ICD10CM:E70.3|UMLS:C0007965|OMIM:214500	MESH:C566142
MONDO:0014511	cherubism	Disease	MONDO	Cherubism is a rare, self-limiting, fibro-osseous, genetic disease of childhood and adolescence characterized by varying degrees of progressive bilateral enlargement of the mandible and/or maxilla, with clinical repercussions in severe cases. [Orphanet:184]	familial fibrous dysplasia of the jaws|cherubism|familial multilocular cystic disease of the jaws|CRBM			ORDO:184|MESH:D002636|OMIM:616155|UMLS:C0008029|ICD-9:526.89|OMIM:118400|DOID:1856|DOID:0110171	OMIM:616155
MONDO:0011909	chilblain lupus 2	Disease	MONDO	Any chilblain lupus in which the cause of the disease is a mutation in the SAMHD1 gene. [MONDO:patterns/disease_series_by_gene]	chilblain lupus 2|SAMHD1 chilblain lupus|chilblain lupus caused by mutation in SAMHD1|Chilblain lupus type 2			OMIM:614415|MESH:C564333|UMLS:C3280721	MESH:C564333
MONDO:0013758	pneumonia caused by chlamydia	Disease	MONDO	An pneumonia caused by infection with Chlamydia. [MONDO:patterns/specific_infectious_disease_by_agent]	chlamydia pneumonia|Chlamydia pneumonia|Chlamydia caused pneumonia|chlamydial pneumonia			OMIM:614455|MESH:D061387|DOID:0110205|UMLS:C0339959|ICD-9:483.1|DOID:0040083	OMIM:614455
MONDO:0014074	cholecystolithiasis	Disease	MONDO	Single or multiple, ovoid or irregular, solid particles that are formed from bile, cholesterol, and calcium in the gallbladder cavity. [NCIT:P378]				DOID:11151|UMLS:C0947622|DOID:0110206|OMIM:615185|MESH:D041761	OMIM:615185
MONDO:0007310	intrahepatic cholestasis	Disease	MONDO	A cholestasis characterized by impairment of the bile flow caused by obstruction located in the liver. [DOID:1852, https://orcid.org/0000-0001-5208-3432]				MESH:C566137|UMLS:C0008372|MESH:D002780|DOID:1852	MESH:C566137
MONDO:0010949	progressive familial intrahepatic cholestasis type 3	Disease	MONDO	Progressive familial intrahepatic cholestasis type 3 (PFIC3), a type of progressive familial intrahepatic cholestasis (PFIC), is a late-onset hereditary disorder in bile formation that is hepatocellular in origin. Onset may occur from infancy to young adulthood. [Orphanet:79305]	progressive familial intrahepatic cholestasis caused by mutation in ABCB4|ABCB4 progressive familial intrahepatic cholestasis|cholestasis, progressive familial intrahepatic, type 3|PFIC3|cholestasis, progressive familial intrahepatic 3			UMLS:C1865643|DOID:0070223|OMIM:602347|MESH:C535935|ORDO:79305|MESH:C537989	MESH:C537989
MONDO:0014117	chondrocalcinosis 1	Disease	MONDO		CCAL1|chondrocalcinosis 1			OMIM:615284|MESH:C535938|OMIM:600668|DOID:0110194	OMIM:615284
MONDO:0007312	chondrocalcinosis due to apatite crystal deposition	Disease	MONDO		chondrocalcinosis due to apatite crystal deposition			MESH:C538079|MESH:C535939|OMIM:118610|UMLS:C1861580	MESH:C538079
MONDO:0008963	chondrodysplasia calcificans Metaphysealis	Disease	MONDO	A form of phagocyte bactericidal dysfunction characterized by unusual oculocutaneous albinism, high incidence of lymphoreticular neoplasms, and recurrent pyogenic infections. In many cell types, abnormal lysosomes are present leading to defective pigment distribution and abnormal neutrophil functions. The disease is transmitted by autosomal recessive inheritance and a similar disorder occurs in the beige mouse, the Aleutian mink, and albino Hereford cattle.	chondrodysplasia calcificans Metaphysealis			OMIM:215050|MESH:D002609|DOID:2935|MESH:C565855|UMLS:C1859147	MESH:D002609
MONDO:0007315	choreoathetosis, familial inverted	Disease	MONDO	A fibro-osseous hereditary disease of the jaws. The swollen jaws and raised eyes give a cherubic appearance; multiple radiolucencies are evident upon radiographic examination.	choreoathetosis, familial inverted			MESH:C566127|MESH:D002636|UMLS:C1861569|OMIM:118750|DOID:1856	MESH:D002636
MONDO:0013739	choroidal dystrophy, central areolar, 3	Disease	MONDO		CACD3|choroidal dystrophy, central areolar, 3			MESH:C567729|UMLS:C2751055|OMIM:614415|DOID:0060386|OMIM:613144	OMIM:614415
MONDO:0025598	choroidal sclerosis	Disease	MONDO	A neurodegenerative disease that involves the optic choroid. [MONDO:patterns/location]	neurodegenerative disease of optic choroid|choroidal degenerations|optic choroid neurodegenerative disease			MESH:D061387|ICD-9:363.4|ICD-9:363.40|DOID:980|MESH:C535358	MESH:D061387
MONDO:0006698	optic choroid disorder	Disease	MONDO	A disease involving the optic choroid. [https://orcid.org/0000-0002-6601-2165]	choroid disorder|optic choroid disease|disease or disorder of optic choroid|optic choroid disease or disorder|disease of optic choroid|disorder of optic choroid			DOID:11151|MESH:D041761|UMLS:C0008521|ICD-9:363.9|ICD-9:363.8|DOID:1417|MESH:D015862	MESH:D041761
MONDO:0019072	partial deletion of the long arm of chromosome 11	Disease	MONDO	A cytogenetic abnormality that refers to the allelic loss of all or part of the long arm of chromosome 11. [NCIT:C37312]	partial deletion of chromosome 11q|partial monosomy of chromosome 11q|partial deletion of the long arm of chromosome type 11|partial monosomy of the long arm of chromosome 11			ORDO:262092|HP:0001406|DOID:1852|UMLS:CN035778|MESH:D002780|MESH:C538296	MESH:D002780
MONDO:0011214	ring chromosome 18	Disease	MONDO	Ring chromosome 18 syndrome is an autosomal anomaly characterized by variable clinical features, most commonly including hypotonia, neonatal feeding and respiratory difficulties, microcephaly, global developmental delay and intellectual disability, growth hormone deficiency, hypothyroidism, hearing loss, aural atresia, dysmorphic facial features and behavioral characteristics. [Orphanet:1442]	Ring chromosome type 18			DOID:0070223|MESH:C535935|UMLS:C0265475|ORDO:1442|MESH:C538304	MESH:C535935
MONDO:0010917	chromosome 1q21.1 duplication syndrome	Disease	MONDO	Chromosome 1q21.1 duplication syndrome is a rare condition caused by the presence of an extra copy of a small piece of chromosome 1 in the cells of the body. Signs and symptoms can vary widely among affected individuals. Some individuals have no symptoms, while others may have features such as a large head size (macrocephaly); mild to moderate developmental delay and learning difficulties; autism or autistic-like behavior; heart problems; seizures; and/or and distinctive facial features. This condition can occur sporadically as a de novo mutation (by chance) or can be inherited in an autosomal dominant manner from a parent. Treatment depends on the signs and symptoms present in each individual. [https://rarediseases.info.nih.gov/diseases/10591/chromosome-1q211-duplication-syndrome]	trisomy 1q21.1|chromosome 1q21.1 duplication syndrome|chromosome 1q21.1 duplication syndrome, isolated cases|dup(1)(q21.1)|1q21.1 recurrent microduplication (possible susceptibility locus for neurodevelopmental disorders)|1q21.1 microduplication syndrome			OMIM:612475|MESH:C567290|DOID:0060435|ORDO:250994|MESH:C535938|UMLS:C2675891	MESH:C535938
MONDO:0007320	chromosome 20 trisomy	Disease	MONDO	Chromosome 20 trisomy, (also called trisomy 20) is a condition in which a fetus or individual has an extra full or partial copy of chromosome 20 in some or allof of his/her cells. An extra full copy of chromosome 20 in all of a person's cells is rare, and almost all fetuses with this do not survive past the first trimester ofpregnancy. The presence of an extra copyof only part of chromosome 20 is called partial trisomy 20; and an extra copy of chromosome 20 in only some of a person's cells is called mosaic trisomy 20. Mosaic trisomy 20 is the most common type of chromosome 20 trisomy and is one of the more common chromosomal abnormalities found during prenatal diagnostic testing. Studies have shown that the child is normal in the vast majority of prenatally diagnosed individuals. However, features that have been reported include spinal abnormalities (including spinal stenosis, vertebral fusion, and kyphosis), hypotonia (decreased muscle tone), life long constipation, sloped shoulders, and significant learning disabilities despite normal intelligence. Trisomy 20 usually results from an error that occurs when an egg or sperm cell develops (before fertilization); mosaic trisomy 20 usually results from errors in cell division soon after fertilization. [GARD:0005332]				MESH:C535939|MESH:C535372|UMLS:C0265479	MESH:C535939
MONDO:0008971	chromosome 2p16.1-p15 deletion syndrome	Disease	MONDO	2p15p16.1 microdeletion syndrome is a recently described syndrome characterized by developmental delay and facial dysmorphism. [Orphanet:261349]	chromosome 2p16.1-p15 deletion syndrome|Del(2)(p15p16.1)|2p15p16.1 microdeletion syndrome|2p15-p16.1 microdeletion syndrome|monosomy 2p15-p16.1|chromosome 2p16.1-p15 deletion syndrome, isolated cases|monosomy 2p15p16.1			ORDO:261349|OMIM:612513|UMLS:C4304538|DOID:0060415|UMLS:C2675875|MESH:C565855|MESH:C567289	MESH:C565855
MONDO:0007325	partial duplication of the long arm of chromosome 3	Disease	MONDO	Chromosome 3q duplication is a chromosome abnormality that occurs when there is an extra copy of genetic material on thelong arm (q) of chromosome 3. The severity of the condition and the signs and symptoms depend on the size and location of the duplication and which genes are involved. Features that often occur in people with chromosome 3q duplication include developmental delay, intellectual disability, behavioral problems and distinctive facial features. Chromosome 3q duplication can be de novo or inherited from a parent with a chromosomal rearrangement such as a balanced translocation. Treatment is based on the signs and symptoms present in each person. [GARD:0005345]	partial duplication of chromosome 3q|partial trisomy of chromosome 3q|partial duplication of the long arm of chromosome type 3			MESH:C536813|ORDO:262851|MESH:C566127|UMLS:C0795809	MESH:C566127
MONDO:0013151	Choroidal Dystrophy, Central Areolar 3	Disease	MONDO					MESH:C567729	MESH:C567729
MONDO:0004885	partial duplication of chromosome 8	Disease	MONDO		partial duplication of chromosome type 8|partial trisomy of chromosome 8			DOID:980|ORDO:262638|MESH:C537941|MESH:C535358	MESH:C535358
MONDO:0001898	chromosome 8q21.11 deletion syndrome	Disease	MONDO	8q21.11 microdeletion syndrome encompasses heterozygous overlapping microdeletions on chromosome 8q21.11 resulting in intellectual disability, facial dysmorphism comprising a round face, ptosis, short philtrum, Cupid's bow and prominent low-set ears, nasal speech and mild finger and toe anomalies. [Orphanet:284160]	chromosome 8q21.11 deletion syndrome, isolated cases|Del(8)(q21.11)|monosomy 8q21.11|8q21.11 microdeletion syndrome|deletion 8q21.11|chromosome 8q21.11 deletion syndrome			DOID:0060425|UMLS:C4305343|ORDO:284160|OMIM:614230|HP:0000610|DOID:1417|MESH:D015862|UMLS:C3280231	MESH:D015862
MONDO:0016910	chromosome 8, trisomy	Disease	MONDO	A chromosomal abnormality consisting of the presence of a third copy of chromosome 8 in somatic cells. [NCIT:C36396]				MESH:C537942|MESH:C538296	MESH:C538296
MONDO:0015434	chronic periodontitis	Disease	MONDO	A chronic inflammatory process that affects the tissues that surround and support the teeth. [NCIT:P378]	periodontitis, chronic			ICD-9:523.40|MESH:D055113|ICD-9:523.4|MESH:C538304|ICD10CM:K05.3	MESH:C538304
MONDO:0012915	intellectual disability-myopathy-short stature-endocrine defect syndrome	Disease	MONDO	Intellectual disability-myopathy-short stature-endocrine defect syndrome is a rare congenital myopathy syndrome characterized by nonprogressive myopathy (manifesting with mild facial and generalized weakness, bilateral ptosis, and severe lumbar lordosis), severe intellectual disability, short stature, and sexual infantilism (due to hypogonadotropic hypogonadism). The presence of a small pituitary fossa was also noted. There have been no further descriptions in the literature since 1985. [Orphanet:3068]	Chudley-Rozdilsky syndrome			OMIM:253320|UMLS:C1854663|MESH:C535458|MESH:C567290|ORDO:3068	MESH:C567290
MONDO:0022757	eosinophilic granulomatosis with polyangiitis	Disease	MONDO	Eosinophilic granulomatosis with polyangiitis (EGPA), previously known as Churg-Strauss syndrome, is a systemic vasculitis of small-to medium vessels, characterized by asthma, transient pulmonary infiltrates, and hypereosinophilia. [Orphanet:183]	granulomatous vasculitis, eosinophilic|granulomatous vasculitides, eosinophilic|vasculitis, Churg-Strauss|angiitis, allergic|allergic granulomatosis angiitis|granulomatous allergic Angiitides|vasculitis, eosinophilic granulomatous|angiitis, granulomatous allergic|angiitides, allergic granulomatous|allergic granulomatous and angiitis|syndrome, Churg-Strauss|allergic angiitis|eosinophilic granulomatous vasculitis|angiitis, allergic granulomatous|vasculitis, Churg Strauss|allergic granulomatous Angiitides|CSS|angiitides, granulomatous allergic|allergic angiitides, granulomatous|allergic granulomatoses|allergic granulomatous angiitis|granulomatoses, allergic|vasculitides, eosinophilic granulomatous|EGPA|granulomatous angiitides, allergic|granulomatosis, allergic|Churg-Strauss syndrome|allergic angiitis and granulomatosis|granulomatous allergic angiitis|Churg-Strauss vasculitis|eosinophilic granulomatous Vasculitides|allergic angiitides|granulomatous angiitis, allergic|angiitides, allergic|Churg Strauss syndrome|allergic granulomatosis|allergic angiitis, granulomatous			DOID:3049|ORDO:183|UMLS:C0008728|MESH:D015267|MESH:C535372	MESH:C535372
MONDO:0012916	primary ciliary dyskinesia 13	Disease	MONDO	Any primary ciliary dyskinesia in which the cause of the disease is a mutation in the DNAAF1 gene. [MONDO:patterns/disease_series_by_gene]	CILD13|ciliary dyskinesia, primary, type 13|DNAAF1 primary ciliary dyskinesia|primary ciliary dyskinesia 13|primary ciliary dyskinesia caused by mutation in DNAAF1|primary ciliary dyskinesia type 13|primary ciliary dyskinesia 13 with or without situs inversus			UMLS:C2750790|DOID:0110618|MESH:C567713|MESH:C567289|OMIM:613193	MESH:C567289
MONDO:0016954	primary ciliary dyskinesia 23	Disease	MONDO	Any primary ciliary dyskinesia in which the cause of the disease is a mutation in the ARMC4 gene. [MONDO:patterns/disease_series_by_gene]	primary ciliary dyskinesia caused by mutation in ARMC4|ciliary dyskinesia, primary, type 23|ARMC4 primary ciliary dyskinesia|primary ciliary dyskinesia 23 with or without situs inversus|CILD23|primary ciliary dyskinesia type 23			MESH:C536813|OMIM:615451|DOID:0110609|UMLS:C3809548	MESH:C536813
MONDO:0022794	Ciliophora infectious disease	Disease	MONDO	Infections with protozoa of the phylum ciliophora. [MESH:D016770]	Ciliophora caused disease or disorder|Ciliophora disease or disorder			UMLS:C0085308|MESH:D016770|MESH:C537823	MESH:C537823
MONDO:0016929	circumvallate placenta syndrome	Disease	MONDO		circumvallate placenta syndrome			UMLS:C1859089|MESH:C565847|MESH:C537941|OMIM:215550	MESH:C537941
MONDO:0013646	citrulline transport defect	Disease	MONDO		citrulline transport defect			OMIM:215720|DOID:0060425|UMLS:C1859084|OMIM:614230|MESH:C536207	OMIM:614230
MONDO:0043452	CK syndrome	Disease	MONDO		X-linked intellectual disability-microcephaly-cortical malformation-thin habitus syndrome|CK syndrome, X-linked recessive|CK syndrome			MESH:C537942|OMIM:300831|DOID:0111898|ORDO:251383|UMLS:C3151781	MESH:C537942
MONDO:0005593	CLAPO syndrome	Disease	MONDO	CLAPO syndrome is a newly described syndrome consisting of capillary malformation of the lower lip (C), lymphatic malformation of the face and neck (L), asymmetry of face and limbs (A) and partial or generalized overgrowth (O). [Orphanet:168984]	CLAPO syndrome, somatic			MESH:C567763|UMLS:C2751313|MESH:D055113|OMIM:613089|ORDO:168984	MESH:D055113
MONDO:0009671	Clark-Baraitser syndrome	Disease	MONDO		MRD49|Clark-Baraitser syndrome|intellectual disability, autosomal dominant 49			MESH:C536208|MESH:C535458|OMIM:617752|ORDO:600731|UMLS:CN593636|UMLS:C2931130|OMIM:300602|DOID:0080234	MESH:C535458
MONDO:0015943	cochleosaccular degeneration-cataract syndrome	Disease	MONDO	Cochleosaccular degeneration-cataract syndrome is characterised by progressive sensorineural hearing loss due to severe cochleosaccular degeneration and cataract. So far, it has been reported in two families. Transmission is autosomal dominant. [Orphanet:3233]				DOID:3049|MESH:C536432|UMLS:C1861512|ORDO:3233|OMIM:120040|MESH:D015267	MESH:D015267
MONDO:0013174	coenzyme Q10 deficiency, primary, 3	Disease	MONDO	Any coenzyme Q10 deficiency in which the cause of the disease is a mutation in the PDSS2 gene. [MONDO:patterns/disease_series_by_gene]	coenzyme Q10 deficiency, primary, 3|coenzyme Q10 deficiency caused by mutation in PDSS2|coenzyme Q10 deficiency, primary, type 3|PDSS2 coenzyme Q10 deficiency			DOID:0070240|OMIM:614652|MESH:C567713|UMLS:C3553358	MESH:C567713
MONDO:0014193	autosomal recessive ataxia due to ubiquinone deficiency	Disease	MONDO	This syndrome is characterised by childhood-onset progressive ataxia and cerebellar atrophy. [Orphanet:139485]	autosomal recessive spinocerebellar ataxia type 9|SCAR9|autosomal recessive ataxia due to coenzyme Q10 deficiency|coenzyme Q10 deficiency, primary, type 4|ARCA2|autosomal recessive cerebellar ataxia type 2			OMIM:612016|UMLS:C4511089|ORDO:139485|UMLS:C2677589|MESH:C567436|DOID:0070241|DOID:0110609|OMIM:615451	OMIM:615451
MONDO:0005704	Cole-Carpenter syndrome	Disease	MONDO	An extremely rare form of bone dysplasia characterized by the features of osteogenesis imperfecta such as bone fragility associated with multiple fractures, bone deformities (metaphyseal irregularities and bowing of the long bones) and blue sclera, in association with growth failure, craniosynostosis, hydrocephalus, ocular proptosis, and distinctive facial features (e.g. frontal bossing, midface hypoplasia, and micrognathia). [https://orcid.org/0000-0001-5208-3432, Orphanet:2050]	bone fragility-craniosynostosis-proptosis-hydrocephalus syndrome			MESH:D016770|MESH:C535963|DOID:0060438|ORDO:2050|UMLS:C1862178	MESH:D016770
MONDO:0008986	colorectal cancer, hereditary nonpolyposis, type 6	Disease	MONDO	Any hereditary nonpolyposis colon cancer in which the cause of the disease is a mutation in the TGFBR2 gene. [MONDO:patterns/disease_series_by_gene]	hereditary nonpolyposis colon cancer caused by mutation in TGFBR2|colorectal cancer, hereditary nonpolyposis, type 6|TGFBR2 hereditary nonpolyposis colon cancer			MESH:C565847|OMIM:614331|UMLS:C1860896|MESH:C566039|DOID:0070273	MESH:C565847
MONDO:0008989	combined immunodeficiency with skin granulomas	Disease	MONDO		CID due to RAG 1/2 deficiency|combined immunodeficiency due to RAG 1/2 deficiency			MESH:C567115|ORDO:157949|OMIM:233650|UMLS:C2673536|MESH:C536207|DOID:0112253	MESH:C536207
MONDO:0010441	leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	Disease	MONDO	Leukoencephalopathy-thalamus and brainstem anomalies-high lactate (LTBL) syndrome is a rare, genetic neurological disorder defined by early-onset of neurologic symptoms, biphasic clinical course, unique MRI features (incl. extensive, symmetrical, deep white matter abnormalities), and increased lactate in body fluids. The severe form is characterized by delayed psychomotor development, seizures, early-onset hypotonia, and persistently increased lactate levels. The mild form usually presents with irritability, psychomotor regression after six months of age, and temporary high lactate levels, with overall clinical improvement from the second year onward. [Orphanet:314051]	combined oxidative phosphorylation defect type 12|combined oxidative phosphorylation deficiency type 12|combined oxidative phosphorylation deficiency caused by mutation in EARS2|LTBL|COXPD12|EARS2 combined oxidative phosphorylation deficiency|leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome			OMIM:300831|DOID:0111898|DOID:0111493|OMIM:614924|ORDO:314051|UMLS:C3554079	OMIM:300831
MONDO:0013125	combined oxidative phosphorylation deficiency 22	Disease	MONDO		combined oxidative phosphorylation deficiency 22			OMIM:616045|DOID:0111498|MESH:C567763	MESH:C567763
MONDO:0030914	complement component 3 deficiency	Disease	MONDO	A rare genetic disorder with an autosomal recessive pattern of inheritance. It is caused by the ineffective or decreased biosynthesis of the third complement component, C3. C3 deficiency may also be acquired acutely post-infection or chronically from co-morbid autoimmune disorders. If C3 is adequately synthesized, its rapid depletion may result in a functional deficiency. Clinical signs of the inherited deficiency present within the first decade of life and are consistent with the signs of recurrent systemic infection or immune complex disease. Deficiency of serum C3 and its major cleavage product, C3b, will decrease the effective humoral immune response to encapsulated bacteria. Deficiency of C3 also impairs clearance of circulating immune complexes and therefore predisposes to rheumatic and renal disease. [NCIT:P378]	C3 deficiency|classic complement early component deficiency caused by mutation in C3|C3 classic complement early component deficiency			MESH:C536208|DOID:8354|ORDO:280133|OMIM:613779|UMLS:C1332655|UMLS:C3151071|MESH:C565169	MESH:C536208
MONDO:0007346	complement component 7 deficiency	Disease	MONDO	Any classic complement early component deficiency in which the cause of the disease is a mutation in the C7 gene. [MONDO:patterns/disease_series_by_gene]	complement component 7 deficiency|C7 classic complement early component deficiency|classic complement early component deficiency caused by mutation in C7			MESH:C536432|UMLS:C1864694|OMIM:610102|DOID:0060300|MESH:C566443	MESH:C536432
MONDO:0013838	complement factor b deficiency	Disease	MONDO		complement factor b deficiency			DOID:0070240|UMLS:C3809950|OMIM:615561|OMIM:614652	OMIM:614652
